Candidate,State,District,Office Type,Race Type,Race Primary Election Date,Primary Status,Primary Runoff Status,Partisan Lean,Primary %,Emily Endorsed?,Biden Endorsed?,Warren Endorsed? ,Sanders Endorsed?,Our Revolution Endorsed?,Justice Dems Endorsed?,PCCC Endorsed?,Indivisible Endorsed?,WFP Endorsed?,VoteVets Endorsed?,No Labels Support?,Party,Trump Endorsed?,Bannon Endorsed?,Great America Endorsed?,NRA Endorsed?,Right to Life Endorsed?,Susan B. Anthony Endorsed?,Club for Growth Endorsed?,Koch Support?,House Freedom Support?,Tea Party Endorsed?,Main Street Endorsed?,Chamber Endorsed?,Party Support?,District_Num
Dan Hamilton,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,-28.309998999999998,18.62,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,4
Stephen Brown,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,-28.309998999999998,7.57,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,4
Mark Burns,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,-28.309998999999998,2.48,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,4
Barry Bell,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,-28.309998999999998,0.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,4
Josh Kimbrell,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,-28.309998999999998,11.13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,4
James Epley,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,-28.309998999999998,8.03,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,4
Shannon Pierce,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,-28.309998999999998,3.64,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,4
Claude Schmid,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,-28.309998999999998,2.11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,4
Dan Albert,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,-28.309998999999998,0.76,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,4
John Marshall Mosser,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,-28.309998999999998,0.68,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,4
Justin David Sanders,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,-28.309998999999998,0.53,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,4
Gerhard Gressmann,SC,U.S. House South Carolina District 6,Representative,Regular,6/12/18,Advanced,None,-23.44499985000001,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6
Dusty Johnson,SD,U.S. House South Dakota At-large District,Representative,Regular,6/5/18,Advanced,None,-29.379998999999998,46.81,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.0,1,0
Neal Tapio,SD,U.S. House South Dakota At-large District,Representative,Regular,6/5/18,Lost,None,-29.379998999999998,23.87,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1,0
Shantel Krebs,SD,U.S. House South Dakota At-large District,Representative,Regular,6/5/18,Lost,None,-29.379998999999998,29.34,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,R,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,1,0
Jason Emert,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,-38.18,2.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0,2
Jimmy Matlock,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,-38.18,36.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0,2
Tim Burchett,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Advanced,None,-38.18,48.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0,2
Vito Sagliano,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,-38.18,0.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0,2
Hank Hamblin,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,-38.18,0.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0,2
Ashley Nickloes,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,-38.18,11.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0,2
C. David Stansberry,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,-38.18,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0,2
Glen Dean,TN,U.S. House Tennessee District 5,Representative,Regular,8/2/18,Lost,None,-27.139999,44.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5
Jody Ball,TN,U.S. House Tennessee District 5,Representative,Regular,8/2/18,Advanced,None,-27.139999,55.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5
Judd Matheny,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,-49.110001000000004,15.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,6
Robert Ewing Corlew,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,-49.110001000000004,31.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,6
John Rose,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Advanced,None,-49.110001000000004,41.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,6
Christopher Monday,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,-49.110001000000004,2.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,6
"LaVern ""U-Turn LaVern"" Vivio",TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,-49.110001000000004,8.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,6
Mark Green,TN,U.S. House Tennessee District 7,Representative,Regular,8/2/18,Advanced,None,-40.209998999999996,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,7
Charlotte Bergmann,TN,U.S. House Tennessee District 9,Representative,Regular,8/2/18,Advanced,None,-27.139999,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9
Marsha Blackburn,TN,U.S. Senate Tennessee,Senator,Regular,8/2/18,Advanced,None,-27.139999,84.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
Aaron Pettigrew,TN,U.S. Senate Tennessee,Senator,Regular,8/2/18,Lost,None,-27.139999,15.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0
Tim Westley,TX,U.S. House Texas District 15,Representative,Regular,3/6/18,Advanced,None,-13.23,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15
Rick Seeberger,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Advanced,None,35.419998,69.35,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16
Alia Garcia-Ureste,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,35.419998,30.65,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16
Ava Pate,TX,U.S. House Texas District 18,Representative,Regular,3/6/18,Advanced,None,-13.23,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18
Kevin Roberts,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Advanced,Lost,-16.33,33.03,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0,2
Daniel Crenshaw,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Advanced,Advanced,-16.33,27.42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,2
David Balat,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,-16.33,0.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0,2
Malcolm Whittaker,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,-16.33,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0,2
Rick Walker,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,-16.33,7.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0,2
Kathaleen Wall,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,-16.33,27.08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0,2
Justin Lurie,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,-16.33,0.92,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0,2
Jon Spiers,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,-16.33,0.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0,2
Jonny Havens,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,-16.33,2.02,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0,2
Matt McCall,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Advanced,Lost,-15.51,16.93,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,R,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0,21
Chip Roy,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Advanced,Advanced,-15.51,27.06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,R,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,21
Francisco Canseco,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,-15.51,3.47,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,R,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0,21
Jason Isaac,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,-15.51,10.04,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,R,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0,21
Susan Narvaiz,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,-15.51,3.79,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,R,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0,21
Eric Burkhart,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,-15.51,1.01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,R,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0,21
Autry Pruitt,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,-15.51,0.63,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,R,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0,21
Robert Stovall,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,-15.51,4.76,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,R,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0,21
Ivan Andarza,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,-15.51,0.13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,R,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0,21
Ryan Krause,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,-15.51,3.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,R,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0,21
Jenifer Sarver,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,-15.51,5.61,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,R,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0,21
Mauro Garza,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,-15.51,0.92,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,R,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0,21
Foster Hagen,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,-15.51,0.55,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,R,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0,21
William Negley,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,-15.51,15.55,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,R,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0,21
Al Poteet,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,-15.51,1.81,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,R,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0,21
Samuel Temple,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,-15.51,1.42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,R,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0,21
Peggy Wardlaw,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,-15.51,1.79,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,R,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0,21
Anthony White,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,-15.51,1.33,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,R,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0,21
Michael Cloud,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Advanced,Advanced,-25.809998999999998,33.83,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,0.0,0,27
Bech Bruun,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Advanced,Lost,-25.809998999999998,36.09,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0,27
Chris Mapp,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Lost,None,-25.809998999999998,12.14,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0,27
John Grunwald,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Lost,None,-25.809998999999998,6.86,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0,27
Eddie Gassman,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Lost,None,-25.809998999999998,2.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0,27
Jerry Hall,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Lost,None,-25.809998999999998,8.27,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0,27
Phillip Aronoff,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Advanced,Advanced,39.970001,38.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,29
Carmen Maria Montiel,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Advanced,Lost,39.970001,23.58,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,29
Robert Schafranek,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,39.970001,16.73,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,29
Jaimy Blanco,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,39.970001,21.08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,29
Van Taylor,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Advanced,None,-20.709999,84.68,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3
David Niederkorn,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Lost,None,-20.709999,9.39,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,3
Alex Donkervoet,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Lost,None,-20.709999,5.93,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,3
Willie Billups,TX,U.S. House Texas District 33,Representative,Regular,3/6/18,Advanced,None,-13.23,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33
Rey Gonzalez,TX,U.S. House Texas District 34,Representative,Regular,3/6/18,Advanced,None,-13.23,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,34
David Smalling,TX,U.S. House Texas District 35,Representative,Regular,3/6/18,Advanced,None,-13.23,53.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35
SK Alexander,TX,U.S. House Texas District 35,Representative,Regular,3/6/18,Lost,None,-13.23,46.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35
Lance Gooden,TX,U.S. House Texas District 5,Representative,Regular,3/6/18,Advanced,Advanced,-31.360001,29.97,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0,5
Bunni Pounds,TX,U.S. House Texas District 5,Representative,Regular,3/6/18,Advanced,Lost,-31.360001,21.95,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0,5
